FACULTAD;PROGRAMA;SEDE;MODALIDAD;TIPO INSCRIPCION;Número de CUOTAS;SEXO;Número de Estudiantes;VALOR MATRICULA BRUTA;VALOR MATRICULA NETA
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN AUTOMATIZACIÓN INDUSTRIAL;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;1;M;2;18448560;15681276
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN AUTOMATIZACIÓN INDUSTRIAL;SOGAMOSO;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;1;9224280;7379424
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN AUTOMATIZACIÓN INDUSTRIAL;SOGAMOSO;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;4;36897120;31362552
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN AUTOMATIZACIÓN INDUSTRIAL;SOGAMOSO;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;8;73794240;61802676
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN GEOTECNIA VIAL;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;2;F;3;27672840;23060700
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN GEOTECNIA VIAL;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;2;M;4;30440124;23983128
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN GEOTECNIA VIAL;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;1;F;1;9224280;7840638
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN GEOTECNIA VIAL;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;1;M;3;27672840;23983128
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN GEOTECNIA VIAL;SOGAMOSO;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;3;27672840;22599486
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN GERENCIA DEL TALENTO HUMANO;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;2;F;3;27672840;23983128
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN GERENCIA DEL TALENTO HUMANO;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;2;M;1;9224280;7379424
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN GERENCIA DEL TALENTO HUMANO;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;1;F;4;36897120;30901338
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN GERENCIA DEL TALENTO HUMANO;SOGAMOSO;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;5;42431688;36897120
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN GERENCIA DEL TALENTO HUMANO;SOGAMOSO;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;17;156812760;129558434
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN GERENCIA DEL TALENTO HUMANO;SOGAMOSO;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;2;18448560;15681276
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN GESTIÓN AMBIENTAL;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;1;F;2;18448560;15220062
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN GESTIÓN AMBIENTAL;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;1;M;1;9224280;7840638
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN GESTIÓN AMBIENTAL;SOGAMOSO;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;2;18448560;15681276
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN GESTIÓN AMBIENTAL;SOGAMOSO;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;2;14758848;11991564
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN GESTIÓN AMBIENTAL;SOGAMOSO;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;2;18448560;14758848
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN GESTIÓN Y AUDITORÍA TRIBUTARIA;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;2;F;1;4612140;3843450
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN GESTIÓN Y AUDITORÍA TRIBUTARIA;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;1;F;9;69182100;57609050
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN GESTIÓN Y AUDITORÍA TRIBUTARIA;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;1;M;1;7686900;6533865
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN GESTIÓN Y AUDITORÍA TRIBUTARIA;SOGAMOSO;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;5;32284980;26135460
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN GESTIÓN Y AUDITORÍA TRIBUTARIA;SOGAMOSO;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;1;7686900;6149520
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN GESTIÓN Y AUDITORÍA TRIBUTARIA;SOGAMOSO;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;18;138364200;111436568
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN GESTIÓN Y AUDITORÍA TRIBUTARIA;SOGAMOSO;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;8;61495200;46484408
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN INGENIERÍA DE PRODUCCIÓN Y OPERACIONES;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;2;F;1;9224280;7840638
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN INGENIERÍA DE PRODUCCIÓN Y OPERACIONES;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;2;M;4;36897120;31362552
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN INGENIERÍA DE PRODUCCIÓN Y OPERACIONES;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;1;F;1;9224280;7840638
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN INGENIERÍA DE PRODUCCIÓN Y OPERACIONES;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;1;M;1;9224280;7840638
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN INGENIERÍA DE PRODUCCIÓN Y OPERACIONES;SOGAMOSO;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;2;18448560;14758848
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN INGENIERÍA DE PRODUCCIÓN Y OPERACIONES;SOGAMOSO;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;1;9224280;7840638
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;2;F;4;36897120;30397424
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;2;M;1;9224280;7379424
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;1;F;5;46121400;39664404
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;1;M;4;36897120;30901338
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO;SOGAMOSO;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;9;79328808;63647532
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO;SOGAMOSO;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;4;36897120;31362552
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO;SOGAMOSO;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;10;92242800;78406380
SECCIONAL SOGAMOSO;ESPECIALIZACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO;SOGAMOSO;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;7;64569960;54841766
SECCIONAL SOGAMOSO;MAESTRÍA EN ADMINISTRACIÓN ;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;2;F;8;70104528;57190536
SECCIONAL SOGAMOSO;MAESTRÍA EN ADMINISTRACIÓN ;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;2;M;5;46121400;37819548
SECCIONAL SOGAMOSO;MAESTRÍA EN ADMINISTRACIÓN ;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;1;F;13;119915640;58988417
SECCIONAL SOGAMOSO;MAESTRÍA EN ADMINISTRACIÓN ;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;1;M;13;122990400;51963444
SECCIONAL SOGAMOSO;MAESTRÍA EN ADMINISTRACIÓN ;SOGAMOSO;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;1;9224280;3689712
SECCIONAL SOGAMOSO;MAESTRÍA EN ADMINISTRACIÓN ;SOGAMOSO;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;1;9224280;3689712
SECCIONAL SOGAMOSO;MAESTRÍA EN CIENCIAS DE LA TIERRA;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;1;F;1;9224280;3689712
SECCIONAL SOGAMOSO;MAESTRÍA EN CIENCIAS DE LA TIERRA;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;1;M;1;9224280;3689712
SECCIONAL SOGAMOSO;MAESTRÍA EN CIENCIAS DE LA TIERRA;SOGAMOSO;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;1;9224280;3689712
SECCIONAL SOGAMOSO;MAESTRÍA EN INGENIERÍA;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;2;M;2;18448560;14758848
SECCIONAL SOGAMOSO;MAESTRÍA EN INGENIERÍA;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;1;F;2;18448560;3689712
SECCIONAL SOGAMOSO;MAESTRÍA EN INGENIERÍA;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;1;M;18;178336080;54226814
SECCIONAL SOGAMOSO;MAESTRÍA EN INGENIERÍA;SOGAMOSO;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;2;18448560;4612140
SECCIONAL SOGAMOSO;MAESTRÍA EN INGENIERÍA;SOGAMOSO;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;1;9224280;4612140
SECCIONAL SOGAMOSO;MAESTRÍA EN LOGÍSTICA;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;2;M;1;9224280;7840638
SECCIONAL SOGAMOSO;MAESTRÍA EN LOGÍSTICA;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;1;F;2;18448560;11069136
SECCIONAL SOGAMOSO;MAESTRÍA EN LOGÍSTICA;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;1;M;2;18448560;5534568
SECCIONAL SOGAMOSO;MAESTRÍA EN LOGÍSTICA;SOGAMOSO;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;1;9224280;3689712
SECCIONAL SOGAMOSO;MAESTRÍA EN SEGURIDAD Y SALUD EN EL TRABAJO, ÉNFASIS EN HIGIENE Y SEGURIDAD INDUSTRIAL;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;2;F;1;5534568;4569440
SECCIONAL SOGAMOSO;MAESTRÍA EN SEGURIDAD Y SALUD EN EL TRABAJO, ÉNFASIS EN HIGIENE Y SEGURIDAD INDUSTRIAL;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;2;M;2;14758848;11069136
SECCIONAL SOGAMOSO;MAESTRÍA EN SEGURIDAD Y SALUD EN EL TRABAJO, ÉNFASIS EN HIGIENE Y SEGURIDAD INDUSTRIAL;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;1;F;6;55345680;23983128
SECCIONAL SOGAMOSO;MAESTRÍA EN SEGURIDAD Y SALUD EN EL TRABAJO, ÉNFASIS EN HIGIENE Y SEGURIDAD INDUSTRIAL;SOGAMOSO;Presencial;INSCRIPCIÓN REGULAR;1;M;4;36897120;19236468
SECCIONAL SOGAMOSO;MAESTRÍA EN SEGURIDAD Y SALUD EN EL TRABAJO, ÉNFASIS EN HIGIENE Y SEGURIDAD INDUSTRIAL;SOGAMOSO;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;1;9224280;7379424
